candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM
127,36.44524188866047,142.4603304959857,155.07343321223416,22.139216428439347,141.61490196267818,0.3,1.5700876,27.971779,1.5982003849229742,28.17234309995646
128,36.03402967722552,140.54731864481303,154.00378933212,35.69434341101325,140.61141006059373,0.3,1.5265019,28.063656,1.5640358237890246,28.677422120430666
129,40.87644572177712,141.73486213641723,160.27996219000414,23.84944085920955,138.06455184384313,0.3,1.48611,26.861853,1.4973238661955524,26.84247855269005
130,36.70592968536886,140.95954545982462,160.48964870657315,30.216176680295664,138.2412198484919,0.3,1.4759682,27.01306,1.4900519688176899,27.131399064323187
131,44.251201183767975,139.6781937005119,155.5427549337586,21.991150570596943,145.85047991330137,0.3,1.5599613,28.207497,1.5830201256723133,28.397429132693933
132,40.81061139700395,139.5741742389603,157.7800557197916,22.89888086143702,148.9602699046279,0.3,1.5580884,28.498568,1.5996646172959714,28.69635325993583
133,38.46869804534837,141.8908980079705,155.90727673492498,25.054873070620392,135.41922417404942,0.3,1.5190797,27.000992,1.5213077944453692,27.151832370830977
134,40.90915491481417,140.81047556514645,152.1497947677288,36.95680827383036,142.13280608970845,0.3,1.5355297,28.434822,1.5692101263613538,28.984066052155885
135,35.22803871029698,139.946928403114,156.10675966431737,22.228561889690447,140.76037130430885,0.3,1.547233,27.695278,1.5689072796175174,27.92818284235229
136,44.585592132414455,141.23519849261984,160.949403855418,31.141588575028166,146.72600024831473,0.3,1.5119942,27.908388,1.5271142809669174,27.999367667081533
137,39.823034369429,140.24968792295198,160.57935143095375,25.446282018852443,148.7451758711324,0.3,1.537851,28.210173,1.573241436890385,28.367034561434384
138,42.827352272502864,140.5253742162371,153.03782231022745,20.852290146324094,149.5041399816061,0.3,1.6039783,29.154266,1.6464788837697801,29.263620189741513
139,35.82729999922439,141.53954850674037,155.06958084111855,29.090553442927877,146.09556696732037,0.3,1.5713567,28.620846,1.6167449150165414,29.027169851906283
140,39.86658330838161,140.43982600985325,152.73857926502632,25.457498057833597,141.31977878750527,0.3,1.5514835,28.008497,1.5819118122567426,28.38522789148752
141,39.90706994354521,142.89970306428876,154.980354631704,35.45520077949527,153.79090786457553,0.3,1.605707,29.660439,1.6564308068559934,30.119383383212647
142,44.37826454974983,140.57596316656094,154.97681439806058,36.514670618229225,140.88445582200254,0.3,1.506687,27.880672,1.5162667990784682,28.201790620439166
143,40.717280523760756,142.95911410261223,152.5318137932125,29.403411380070377,143.70119501507335,0.3,1.5605791,28.323229,1.60625876924271,28.83888117134587
144,39.73489401056954,142.38844077338723,160.952452410181,23.869847263194725,148.0885208140005,0.3,1.5429006,28.19818,1.580881438050636,28.177221062739466
145,37.66975663091893,142.60463680908668,160.3987708471868,28.637711313561354,147.79099091732155,0.3,1.5443517,28.194426,1.5797408469996506,28.394439455861633
