Neighborhood,candidate_A,candidate_B,BF_physical_A,BF_physical_B,Delta_physical_A,Delta_physical_B,BF_gap,Delta_gap,BF_inversion_XGB,BF_inversion_RSM,Delta_inversion_XGB,Delta_inversion_RSM,Pareto_involved
closest_1pct,22322,56,1.4777596982503405,1.4818585066397034,26.3882874732243,26.45694951638421,0.00409880838936294,0.06866204315991098,False,False,False,False,False
closest_1pct,22322,13533,1.4777596982503405,1.4827782146825532,26.3882874732243,26.39144621686948,0.0050185164322127385,0.0031587436451800954,False,False,True,False,True
closest_1pct,22322,5553,1.4777596982503405,1.4833174198270551,26.3882874732243,26.46092143603572,0.005557721576714636,0.07263396281141965,False,True,True,False,False
closest_1pct,22322,15421,1.4777596982503405,1.4861769398082918,26.3882874732243,26.483470765683094,0.008417241557951316,0.09518329245879542,False,False,False,False,False
closest_1pct,22322,9416,1.4777596982503405,1.4863839455144836,26.3882874732243,26.42679073041928,0.008624247264143126,0.038503257194982154,False,False,True,False,False
closest_1pct,22322,19475,1.4777596982503405,1.4872190253190882,26.3882874732243,26.41064514675304,0.009459327068747747,0.02235767352874163,False,False,False,False,True
closest_1pct,22322,4081,1.4777596982503405,1.487809050800145,26.3882874732243,26.472105577865,0.010049352549804436,0.08381810464070227,False,False,False,False,False
closest_1pct,2666,19366,1.4781070734658468,1.4792169442283818,26.4303045077442,26.437062156409947,0.0011098707625349924,0.00675764866574724,False,True,False,True,False
closest_1pct,2666,17669,1.4781070734658468,1.4802444658284335,26.4303045077442,26.384897675221243,0.0021373923625866986,0.045406832522957075,False,True,False,False,True
closest_1pct,2666,56,1.4781070734658468,1.4818585066397034,26.4303045077442,26.45694951638421,0.003751433173856622,0.02664500864000985,False,True,False,False,False
closest_1pct,2666,13533,1.4781070734658468,1.4827782146825532,26.4303045077442,26.39144621686948,0.00467114121670642,0.038858290874721035,False,False,False,False,True
closest_1pct,2666,5553,1.4781070734658468,1.4833174198270551,26.4303045077442,26.46092143603572,0.005210346361208318,0.03061692829151852,False,True,True,True,False
closest_1pct,2666,15421,1.4781070734658468,1.4861769398082918,26.4303045077442,26.483470765683094,0.008069866342444998,0.05316625793889429,False,True,False,True,False
closest_1pct,2666,9416,1.4781070734658468,1.4863839455144836,26.4303045077442,26.42679073041928,0.008276872048636807,0.0035137773249189763,False,False,True,False,False
closest_1pct,2666,19475,1.4781070734658468,1.4872190253190882,26.4303045077442,26.41064514675304,0.009111951853241429,0.019659360991159502,False,False,True,False,True
closest_1pct,2666,4081,1.4781070734658468,1.487809050800145,26.4303045077442,26.472105577865,0.009701977334298117,0.04180107012080114,False,False,False,False,False
closest_1pct,2666,9624,1.4781070734658468,1.4885237851846718,26.4303045077442,26.49445736035351,0.010416711718824967,0.06415285260931114,False,False,False,False,False
